employeeid,firstname,lastname,gender,age,businesstravel,department,distancefromhome_km,state,ethnicity,education,educationfield,jobrole,maritalstatus,salary,stockoptionlevel,overtime,hiredate,attrition,yearsatcompany,yearsinmostrecentrole,yearssincelastpromotion,yearswithcurrmanager,performanceid,reviewdate,environmentsatisfaction,jobsatisfaction,relationshipsatisfaction,trainingopportunitieswithinyear,trainingopportunitiestaken,worklifebalance,selfrating,managerrating,satisfactionlevel,ratinglevel,educationlevel
8663-3E02,Kleon,Monnery,Male,37,Frequent Traveller,Technology,7,NY,Mixed or multiple ethnic groups,4,Information Systems,Analytics Manager,Divorced,276322,1,No,2013-11-26,No,9,0,9,1,PR4027,2020-05-31,3.0,3.0,5.0,3.0,0.0,2.0,4.0,4.0,Neutral,Exceeds Expectation ,Masters 
8663-3E02,Kleon,Monnery,Male,37,Frequent Traveller,Technology,7,NY,Mixed or multiple ethnic groups,4,Information Systems,Analytics Manager,Divorced,276322,1,No,2013-11-26,No,9,0,9,1,PR5029,2021-05-31,3.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,Neutral,Meets Expectation,Masters 
8663-3E02,Kleon,Monnery,Male,37,Frequent Traveller,Technology,7,NY,Mixed or multiple ethnic groups,4,Information Systems,Analytics Manager,Divorced,276322,1,No,2013-11-26,No,9,0,9,1,PR6115,2022-05-31,4.0,4.0,5.0,3.0,2.0,3.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR1182,2016-07-01,4.0,4.0,3.0,3.0,0.0,4.0,5.0,5.0,Satisfied ,Above and Beyond,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR1753,2017-07-01,5.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,Very Satisfied,Needs Improvement,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR2422,2018-07-01,4.0,5.0,3.0,2.0,0.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR3199,2019-07-01,3.0,4.0,4.0,1.0,0.0,4.0,4.0,3.0,Neutral,Meets Expectation,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR4101,2020-06-30,5.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR5106,2021-06-30,5.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
FBC2-C5FA,Hillel,Quenby,Male,44,Some Travel,Technology,4,IL,Mixed or multiple ethnic groups,3,Computer Science,Data Scientist,Married,74172,2,No,2013-11-26,No,9,8,9,9,PR6204,2022-06-30,5.0,5.0,4.0,2.0,2.0,2.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR1056,2016-04-16,5.0,4.0,4.0,3.0,0.0,5.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR1605,2017-04-16,4.0,2.0,4.0,3.0,1.0,5.0,4.0,3.0,Satisfied ,Meets Expectation,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR2260,2018-04-16,5.0,2.0,2.0,3.0,0.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR3005,2019-04-16,3.0,5.0,2.0,2.0,0.0,2.0,5.0,4.0,Neutral,Exceeds Expectation ,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR3880,2020-04-15,4.0,3.0,3.0,3.0,0.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR4871,2021-04-15,4.0,5.0,5.0,3.0,0.0,4.0,4.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
B52E-BF41,Salomi,Finlry,Female,30,Some Travel,Technology,26,NY,Black or African American,4,Computer Science,Data Scientist,Married,36280,2,No,2013-12-04,No,9,9,9,9,PR5949,2022-04-15,4.0,5.0,5.0,3.0,1.0,2.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR1248,2016-09-03,3.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,Neutral,Meets Expectation,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR1843,2017-09-03,5.0,4.0,4.0,1.0,0.0,4.0,3.0,3.0,Very Satisfied,Meets Expectation,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR2533,2018-09-03,3.0,4.0,3.0,1.0,3.0,3.0,5.0,5.0,Neutral,Above and Beyond,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR3334,2019-09-03,4.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR4258,2020-09-02,4.0,5.0,4.0,2.0,1.0,3.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR5283,2021-09-02,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
D6A7-EF72,Kalie,Swancott,Female,40,Some Travel,Human Resources,7,CA,White,4,Technical Degree,Recruiter,Single,70703,0,No,2013-12-04,No,9,0,9,7,PR6388,2022-09-02,5.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR14,2013-01-14,5.0,2.0,2.0,2.0,1.0,5.0,5.0,5.0,Very Satisfied,Above and Beyond,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR1403,2017-01-13,5.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR167,2014-01-14,4.0,4.0,4.0,1.0,0.0,5.0,3.0,3.0,Satisfied ,Meets Expectation,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR2033,2018-01-13,3.0,3.0,4.0,3.0,0.0,5.0,3.0,2.0,Neutral,Needs Improvement,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR2756,2019-01-13,3.0,5.0,3.0,3.0,1.0,2.0,4.0,3.0,Neutral,Meets Expectation,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR3600,2020-01-13,5.0,3.0,5.0,3.0,2.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR4565,2021-01-12,4.0,3.0,4.0,3.0,0.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR458,2015-01-14,4.0,5.0,3.0,3.0,0.0,5.0,4.0,4.0,Satisfied ,Exceeds Expectation ,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR5624,2022-01-12,5.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,No Formal Qualifications
12F7-BCBB,Clea,MacCartan,Female,48,Frequent Traveller,Sales,2,CA,White,1,Technical Degree,Sales Representative,Single,37124,0,No,2013-12-06,Yes,9,8,8,7,PR871,2016-01-14,5.0,4.0,5.0,3.0,1.0,5.0,4.0,3.0,Very Satisfied,Meets Expectation,No Formal Qualifications
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR1386,2017-01-05,5.0,4.0,5.0,2.0,0.0,4.0,3.0,2.0,Very Satisfied,Needs Improvement,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR2017,2018-01-05,5.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR2740,2019-01-05,5.0,3.0,4.0,1.0,1.0,4.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR3579,2020-01-05,3.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,Neutral,Meets Expectation,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR4542,2021-01-04,5.0,5.0,5.0,2.0,2.0,2.0,4.0,3.0,Very Satisfied,Meets Expectation,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR5598,2022-01-04,3.0,3.0,5.0,1.0,0.0,2.0,3.0,3.0,Neutral,Meets Expectation,Bachelors 
1359-BEE3,Fawn,Pyke,Female,41,No Travel ,Technology,22,CA,Native Hawaiian ,3,Computer Science,Data Scientist,Married,52581,0,No,2013-12-09,No,9,8,8,7,PR858,2016-01-06,4.0,4.0,2.0,1.0,1.0,4.0,3.0,3.0,Satisfied ,Meets Expectation,Bachelors 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR1305,2016-11-06,4.0,2.0,2.0,2.0,1.0,3.0,5.0,5.0,Satisfied ,Above and Beyond,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR1920,2017-11-06,4.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR2630,2018-11-06,5.0,2.0,5.0,3.0,2.0,3.0,5.0,5.0,Very Satisfied,Above and Beyond,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR3450,2019-11-06,3.0,4.0,4.0,2.0,0.0,4.0,3.0,2.0,Neutral,Needs Improvement,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR4394,2020-11-05,5.0,5.0,3.0,2.0,3.0,5.0,4.0,3.0,Very Satisfied,Meets Expectation,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR5435,2021-11-05,5.0,5.0,4.0,3.0,1.0,5.0,4.0,3.0,Very Satisfied,Meets Expectation,Masters 
1C24-233B,Mendy,Beran,Non-Binary,40,Some Travel,Technology,30,IL,Mixed or multiple ethnic groups,4,Computer Science,Machine Learning Engineer,Married,145328,1,No,2013-12-09,No,9,0,9,9,PR6549,2022-11-05,5.0,5.0,4.0,2.0,0.0,4.0,3.0,3.0,Very Satisfied,Meets Expectation,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR1111,2016-05-15,5.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR1666,2017-05-15,4.0,2.0,4.0,1.0,0.0,4.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR2326,2018-05-15,4.0,2.0,5.0,1.0,1.0,2.0,5.0,5.0,Satisfied ,Above and Beyond,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR3086,2019-05-15,3.0,3.0,4.0,3.0,0.0,5.0,4.0,4.0,Neutral,Exceeds Expectation ,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR3972,2020-05-14,5.0,3.0,4.0,3.0,0.0,4.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR4967,2021-05-14,4.0,4.0,4.0,1.0,0.0,4.0,4.0,3.0,Satisfied ,Meets Expectation,Masters 
DE6C-86FC,Beitris,McIlwraith,Non-Binary,43,Some Travel,Technology,31,NY,White,4,Computer Science,Software Engineer,Married,130665,1,No,2013-12-10,No,9,6,9,6,PR6047,2022-05-14,4.0,4.0,3.0,3.0,0.0,2.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR1364,2016-12-24,5.0,2.0,3.0,3.0,1.0,3.0,5.0,5.0,Very Satisfied,Above and Beyond,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR1993,2017-12-24,5.0,4.0,2.0,2.0,0.0,3.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR2713,2018-12-24,4.0,4.0,2.0,1.0,0.0,3.0,5.0,4.0,Satisfied ,Exceeds Expectation ,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR3544,2019-12-24,4.0,5.0,5.0,2.0,0.0,5.0,5.0,5.0,Satisfied ,Above and Beyond,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR4500,2020-12-23,5.0,3.0,4.0,1.0,0.0,3.0,4.0,3.0,Very Satisfied,Meets Expectation,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR5552,2021-12-23,4.0,4.0,4.0,1.0,1.0,2.0,3.0,3.0,Satisfied ,Meets Expectation,High School 
637B-DBAD,Lovell,Larmor,Male,44,Some Travel,Technology,31,CA,White,2,Computer Science,Software Engineer,Divorced,81297,2,Yes,2013-12-14,No,9,1,8,9,PR6682,2022-12-23,4.0,4.0,5.0,3.0,0.0,5.0,3.0,3.0,Satisfied ,Meets Expectation,High School 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR01,2013-01-02,5.0,4.0,5.0,1.0,0.0,4.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR1377,2017-01-01,2.0,3.0,1.0,3.0,1.0,4.0,5.0,4.0,Dissatisfied,Exceeds Expectation ,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR153,2014-01-02,5.0,2.0,2.0,1.0,1.0,5.0,4.0,4.0,Very Satisfied,Exceeds Expectation ,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR2007,2018-01-01,5.0,2.0,5.0,1.0,1.0,2.0,4.0,3.0,Very Satisfied,Meets Expectation,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR2729,2019-01-01,4.0,2.0,5.0,3.0,0.0,3.0,5.0,5.0,Satisfied ,Above and Beyond,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR3565,2020-01-01,4.0,5.0,4.0,2.0,0.0,3.0,3.0,3.0,Satisfied ,Meets Expectation,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR439,2015-01-02,4.0,3.0,4.0,3.0,1.0,2.0,4.0,3.0,Satisfied ,Meets Expectation,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR4525,2020-12-31,3.0,3.0,3.0,3.0,1.0,5.0,5.0,4.0,Neutral,Exceeds Expectation ,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR5580,2021-12-31,3.0,3.0,5.0,1.0,0.0,4.0,3.0,2.0,Neutral,Needs Improvement,Masters 
79F7-78EC,Alessandra,Storrock,Non-Binary,27,Some Travel,Sales,37,CA,White,4,Marketing ,Sales Executive,Single,141998,0,Yes,2013-12-14,Yes,5,5,5,1,PR850,2016-01-02,3.0,4.0,5.0,1.0,0.0,5.0,3.0,3.0,Neutral,Meets Expectation,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR1197,2016-07-15,5.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0,Very Satisfied,Meets Expectation,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR1774,2017-07-15,4.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR2447,2018-07-15,5.0,5.0,3.0,3.0,0.0,3.0,3.0,3.0,Very Satisfied,Meets Expectation,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR3229,2019-07-15,5.0,2.0,2.0,1.0,3.0,2.0,4.0,3.0,Very Satisfied,Meets Expectation,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR4137,2020-07-14,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,Very Satisfied,Meets Expectation,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR5149,2021-07-14,4.0,5.0,5.0,1.0,1.0,5.0,3.0,2.0,Satisfied ,Needs Improvement,Masters 
E324-1C33,Sybyl,Stevings,Female,38,Some Travel,Sales,9,CA,Asian or Asian American,4,Economics,Sales Executive,Divorced,114713,2,No,2013-12-17,No,9,0,0,1,PR6253,2022-07-14,5.0,5.0,3.0,1.0,0.0,5.0,5.0,5.0,Very Satisfied,Above and Beyond,Masters 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR1128,2016-05-23,5.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,Very Satisfied,Meets Expectation,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR1684,2017-05-23,4.0,2.0,3.0,1.0,0.0,3.0,5.0,4.0,Satisfied ,Exceeds Expectation ,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR2345,2018-05-23,3.0,3.0,2.0,3.0,0.0,4.0,3.0,3.0,Neutral,Meets Expectation,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR3105,2019-05-23,5.0,5.0,5.0,2.0,0.0,3.0,5.0,4.0,Very Satisfied,Exceeds Expectation ,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR3995,2020-05-22,5.0,5.0,2.0,2.0,0.0,4.0,3.0,2.0,Very Satisfied,Needs Improvement,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR4995,2021-05-22,4.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,Satisfied ,Needs Improvement,High School 
81BE-17CD,Frederick,Cheley,Male,30,Frequent Traveller,Technology,33,CA,White,2,Computer Science,Data Scientist,Single,35126,0,Yes,2013-12-18,No,9,1,5,5,PR6079,2022-05-22,3.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,Neutral,Meets Expectation,High School 
2C7D-F9F1,Jaye,Coxhell,Male,30,Some Travel,Technology,45,CA,White,2,Business Studies,Machine Learning Engineer,Single,262409,0,No,2013-12-20,No,9,8,9,8,PR1272,2016-10-01,4.0,4.0,4.0,2.0,1.0,4.0,5.0,4.0,Satisfied ,Exceeds Expectation ,High School 
2C7D-F9F1,Jaye,Coxhell,Male,30,Some Travel,Technology,45,CA,White,2,Business Studies,Machine Learning Engineer,Single,262409,0,No,2013-12-20,No,9,8,9,8,PR1873,2017-10-01,5.0,3.0,3.0,2.0,0.0,3.0,5.0,5.0,Very Satisfied,Above and Beyond,High School 
